configuration,replicate,nu,loss
cop_0191,669,6978.720716,0.116684347
cop_0191,670,676.7079226,0.1165309941
cop_0191,671,29808.83998,0.1180150261
cop_0191,672,1518.392271,0.1168413242
cop_0191,673,1453.261998,0.1146073471
cop_0191,674,4694.233803,0.1198434922
cop_0191,675,4790.643667,0.1184839991
cop_0191,676,470.8329586,0.1225205893
cop_0191,677,7650.577035,0.1190371621
cop_0191,678,669.5072581,0.1165541239
cop_0191,679,2206.332904,0.1171080709
cop_0191,680,1775.484851,0.1210579642
cop_0191,681,325.5212512,0.1179016259
cop_0191,682,580299.9331,0.1183073898
cop_0191,683,3560.48074,0.1152893704
cop_0191,684,4858.728841,0.1185632179
cop_0191,685,1330.328676,0.1168227265
cop_0191,686,1760.446127,0.1196519312
cop_0191,687,1841.611783,0.1181659024
cop_0191,688,115.1688524,0.1187347098
cop_0191,689,464914.2079,0.1196837063
cop_0191,690,3444.572584,0.117707567
cop_0191,691,4976.481249,0.119842959
cop_0191,692,1243.809091,0.1206772031
cop_0191,693,3961.709416,0.119043949
cop_0191,694,811210.3064,0.1185701479
cop_0191,695,483.5480793,0.1180295469
cop_0191,696,1636.399374,0.1198362254
cop_0191,697,670.6567653,0.1150229542
cop_0191,698,1155.327355,0.1174889049
cop_0191,699,2692.558137,0.1187144076
cop_0191,700,890.039037,0.1176999058
cop_0191,701,1318.138406,0.1169203499
cop_0191,702,2923.795989,0.115792204
cop_0191,703,15006.42697,0.1162213636
cop_0191,704,551.6574089,0.1142396286
cop_0191,705,15375.05562,0.1179886914
cop_0191,706,82.56624645,0.1143100893
cop_0191,707,345.2064957,0.1193898137
cop_0191,708,1145.265597,0.1195821075
cop_0191,709,119763.7701,0.1183730189
cop_0191,710,664.0530461,0.1159901264
cop_0191,711,352.7538594,0.1188245189
cop_0191,712,2468.986139,0.1182520599
cop_0191,713,2332502.445,0.1166344879
cop_0191,714,2259.516684,0.1186391193
cop_0191,715,253.9777965,0.1193020264
cop_0191,716,992.5695728,0.1165176448
cop_0191,717,149.8062177,0.1135228911
cop_0191,718,1102.582261,0.1158655437
cop_0191,719,1464.723157,0.1181204327
cop_0191,720,2397.606317,0.1182358603
cop_0191,721,743.5078672,0.1199080811
cop_0191,722,588.6845395,0.1180825718
cop_0191,723,14277.48402,0.1201406637
cop_0191,724,1337.941945,0.1207251497
cop_0191,725,2352.966768,0.120134443
cop_0191,726,899.9877451,0.1159299945
cop_0191,727,1345.986932,0.1164690959
cop_0191,728,1904.534738,0.1196485065
cop_0191,729,4222.000472,0.1170919719
cop_0191,730,3288.340677,0.1137980207
cop_0191,731,2867.440283,0.120712101
cop_0191,732,428.7584863,0.118791373
cop_0191,733,2652.424837,0.1197718683
cop_0191,734,3232.92632,0.1194660367
cop_0191,735,1802.823094,0.1194217603
cop_0191,736,7611.536636,0.1192049083
cop_0191,737,2154.688324,0.1171062296
cop_0191,738,2234.66896,0.1217939516
cop_0191,739,1063.802177,0.1230816736
cop_0191,740,1718.814555,0.1184020339
cop_0191,741,535.7890651,0.1167908045
cop_0191,742,768.9578131,0.1151938135
cop_0191,743,446.8696578,0.1188870206
cop_0191,744,3479.527634,0.1187970997
cop_0191,745,2633.467621,0.1174823129
cop_0191,746,2157.309668,0.1209855353
cop_0191,747,1655.745244,0.1180126223
cop_0191,748,3725.543888,0.1188479558
cop_0191,749,526.443635,0.1196815231
cop_0191,750,5621.076142,0.1178712237
cop_0191,751,585.4863026,0.1175856775
cop_0191,752,11465.1316,0.1162748956
cop_0191,753,1457116.015,0.1157113341
cop_0191,754,8288.123181,0.1163128352
cop_0191,755,1071.361762,0.1196490035
cop_0191,756,6932.397993,0.1201459732
cop_0191,757,776.5949539,0.11753636
cop_0191,758,421787.8729,0.1157435255
cop_0191,759,1734.140388,0.1173584674
cop_0191,760,550951.3089,0.1199593133
cop_0191,761,3432.491766,0.1250184342
cop_0191,762,1982.699446,0.1182379592
cop_0191,763,2491.106565,0.1192169453
cop_0191,764,4760.264747,0.117355508
cop_0191,765,1466.474502,0.1177297116
cop_0191,766,1740.519572,0.1185233416
cop_0191,767,895.9915944,0.1178202012
cop_0191,768,575200.8003,0.1184953677
cop_0191,769,3050.310446,0.1203668709
cop_0191,770,115.0064107,0.1151755316
cop_0191,771,1060.20812,0.1212096049
cop_0191,772,49.99848152,0.1182807663
cop_0191,773,303.3718549,0.119773249
cop_0191,774,2846.766813,0.1219321145
cop_0191,775,1432.708639,0.11835821
cop_0191,776,308717.7635,0.1198031823
cop_0191,777,302.1829437,0.1206814185
cop_0191,778,1419.790309,0.1135180558
cop_0191,779,27540.86186,0.1203391631
cop_0191,780,407.4721605,0.1124265143
cop_0191,781,627.7465314,0.1235166058
cop_0191,782,1711.996787,0.1235058042
cop_0191,783,15906.44831,0.1140377652
cop_0191,784,112.7764199,0.1127170996
cop_0191,785,5112.483395,0.1172998352
cop_0191,786,499.4563554,0.117988593
cop_0191,787,811.0680387,0.1179448859
cop_0191,788,5381.813328,0.1160428185
cop_0191,789,1748.769579,0.118005771
cop_0191,790,2202.335855,0.1165694107
cop_0191,791,3630.84787,0.1160466938
cop_0191,792,674595.9304,0.1172196429
cop_0191,793,22435.17775,0.1177926292
cop_0191,794,421.2073532,0.1170585698
cop_0191,795,560.4078095,0.1169956774
cop_0191,796,1398.126458,0.117025031
cop_0191,797,16225.80585,0.1228845315
cop_0191,798,4451.335209,0.1222978145
cop_0191,799,6244.760581,0.1173038708
cop_0191,800,3662.791774,0.1179223208
cop_0191,801,1990.094699,0.1177744421
cop_0191,802,2038.690561,0.1178025985
cop_0191,803,2538.170558,0.1156531081
cop_0191,804,944.1157425,0.1160067471
cop_0191,805,1194.951863,0.117394786
cop_0191,806,477.519757,0.1196923152
cop_0191,807,64751.6175,0.120315334
cop_0191,808,1638.956174,0.1179177535
cop_0191,809,986.1203257,0.1182679926
cop_0191,810,2275.552958,0.1169445981
cop_0191,811,1923.671994,0.120182213
cop_0191,812,1245.852554,0.1191638573
cop_0191,813,1487.747713,0.1173424016
cop_0191,814,880.0433406,0.1210688007
cop_0191,815,364.81969,0.1189474619
cop_0191,816,187.3390286,0.119741043
cop_0191,817,781.1815892,0.1156259062
cop_0191,818,4046.636253,0.1151792255
cop_0191,819,678.2350731,0.115826031
cop_0191,820,409662.245,0.1176207203
cop_0191,821,26299.04135,0.1157857169
cop_0191,822,759.293657,0.1207036282
cop_0191,823,5797.220347,0.1237959567
cop_0191,824,2360.356728,0.1167423622
cop_0191,825,468995.6888,0.1178028563
cop_0191,826,527.5471047,0.1185486653
cop_0191,827,2574.941403,0.1155381784
cop_0191,828,1902.366021,0.1195288362
cop_0191,829,1019.295805,0.121126324
cop_0191,830,378.4210968,0.1158224987
cop_0191,831,2762.054293,0.1173149856
cop_0191,832,1385.890113,0.1227066031
cop_0191,833,217.4971554,0.117144144
cop_0191,834,851.6947369,0.1167599069
cop_0191,835,4093.354525,0.1155991764
cop_0191,836,2739.806909,0.1182305945
cop_0191,837,2209.3943,0.1191733042
cop_0191,838,476.9662647,0.1162637531
cop_0191,839,1945.453713,0.118092477
cop_0191,840,265961.8647,0.1183129943
cop_0191,841,1635.458038,0.120946052
cop_0191,842,1667.057718,0.1151764872
cop_0191,843,122.1763808,0.117117159
cop_0191,844,6231.873546,0.1172829319
cop_0191,845,956.3996493,0.1160863284
cop_0191,846,3094.164564,0.1179331799
cop_0191,847,3987.673277,0.1174395887
cop_0191,848,739.4012197,0.1189026718
cop_0191,849,814.8063308,0.1194437467
cop_0191,850,1804.619441,0.1157341067
cop_0191,851,822.3051703,0.117111544
cop_0191,852,7379.246748,0.120690434
cop_0191,853,5105.905317,0.1186164929
cop_0191,854,10554.82124,0.1182599118
cop_0191,855,20130.3697,0.1186668101
cop_0191,856,123.8340078,0.1122026351
cop_0191,857,1065.712882,0.1193904013
cop_0191,858,989.3076455,0.1180620047
cop_0191,859,13459.8072,0.1230318824
cop_0191,860,5744.47032,0.1175958521
cop_0191,861,679.6747571,0.118121925
cop_0191,862,2787.931919,0.1170436718
cop_0191,863,461.4080136,0.1176211315
cop_0191,864,136.9165823,0.1160689142
cop_0191,865,2300.418066,0.114383526
cop_0191,866,11644.92673,0.1166324741
cop_0191,867,658.4295594,0.1198342846
cop_0191,868,340798.3244,0.1185725056
cop_0191,869,8386.422058,0.1143713259
cop_0191,870,6747.400018,0.1195058379
cop_0191,871,1494.132852,0.1185406507
cop_0191,872,1469.764267,0.1212065356
cop_0191,873,1395.93162,0.1224184352
cop_0191,874,443.3153281,0.1158967541
cop_0191,875,887.7619636,0.1126330122
cop_0191,876,3028.583155,0.1170943432
cop_0191,877,486.2172511,0.1178608538
cop_0191,878,1403.824415,0.1230144055
cop_0191,879,531.2167039,0.1191324386
cop_0191,880,6751.859386,0.1186492389
cop_0191,881,323.9068396,0.1199390163
cop_0191,882,1092116.231,0.1175099822
cop_0191,883,4018.077539,0.1192860054
cop_0191,884,1587.80404,0.1157839898
cop_0191,885,101595.563,0.1169615232
cop_0191,886,1459.586863,0.1150596437
cop_0191,887,5308.602532,0.1173914583
cop_0191,888,898.3064985,0.1180021664
cop_0191,889,22190.52276,0.1161111045
cop_0191,890,1500.503396,0.1197616407
cop_0191,891,271.4877115,0.1160395688
cop_0191,892,4260.897353,0.1183943379
cop_0191,893,407.5149863,0.1135321107
cop_0191,894,340.8408432,0.1142883051
cop_0191,895,3340.515576,0.1189775147
cop_0191,896,1444.079596,0.1178648545
cop_0191,897,3423.382385,0.1204854704
cop_0191,898,647.2565748,0.116167729
cop_0191,899,1342.92371,0.1195898515
cop_0191,900,3398.505069,0.1175769527
cop_0191,901,32570.58312,0.1182912078
cop_0191,902,4321.365171,0.1175258938
cop_0191,903,215.0404738,0.116493234
cop_0191,904,3336.485384,0.1189128977
cop_0191,905,1512730.565,0.1179045171
cop_0191,906,996.6937653,0.121921024
cop_0191,907,708.907628,0.1166687153
cop_0191,908,12547.32758,0.122859341
cop_0191,909,1720.661411,0.1181314396
cop_0191,910,118.8499112,0.1174119655
cop_0191,911,56072.73178,0.1195127036
cop_0191,912,562391.0363,0.1186419197
cop_0191,913,102173.5295,0.1199764308
cop_0191,914,818.8399793,0.1190143722
cop_0191,915,2345.831979,0.1237833922
cop_0191,916,7607.717136,0.1180693061
cop_0191,917,109405.7315,0.1187456771
cop_0191,918,10504.15006,0.1155889997
cop_0191,919,117970.7533,0.1213552388
cop_0191,920,356240.2165,0.1188446956
cop_0191,921,5415.968307,0.1184399007
cop_0191,922,19838.36476,0.1182735531
cop_0191,923,1226.165562,0.1174730008
cop_0191,924,1021.434816,0.1180096797
cop_0191,925,625.9720748,0.1177992315
cop_0191,926,428.0151025,0.1181050066
cop_0191,927,6684.27926,0.1214968655
cop_0191,928,222886.4137,0.1199173484
cop_0191,929,2921.042038,0.1200222714
cop_0191,930,1353.573295,0.1183522169
cop_0191,931,469.6973022,0.1187169902
cop_0191,932,6472.008949,0.1216018899
cop_0191,933,1542.418389,0.1192361507
cop_0191,934,2718.83092,0.1161179375
cop_0191,935,2408.078703,0.1166137117
cop_0191,936,7927.347044,0.1169701122
cop_0191,937,49975.17944,0.1185228578
cop_0191,938,195841.0217,0.119677701
cop_0191,939,144822.7394,0.1179296218
cop_0191,940,665.7741328,0.1140069605
cop_0191,941,3029.286572,0.1185976294
cop_0191,942,536.7685396,0.1204275308
cop_0191,943,557.775136,0.117969731
cop_0191,944,4062.946679,0.1190487461
cop_0191,945,2759.776629,0.1187992031
cop_0191,946,1552.335975,0.1200111369
cop_0191,947,1467.503427,0.1204345617
cop_0191,948,1506.764179,0.1174712622
cop_0191,949,1504.959716,0.1150084072
cop_0191,950,869.8423202,0.1159164238
cop_0191,951,80685.43628,0.1154507812
cop_0191,952,1391.534818,0.1191767341
cop_0191,953,3163.856756,0.1162643442
cop_0191,954,962.904322,0.1173990247
cop_0191,955,1196.144491,0.1159851172
cop_0191,956,1956.046424,0.1187175395
cop_0191,957,560.5667781,0.1173048065
cop_0191,958,2905.036237,0.1180149502
cop_0191,959,7439.756332,0.1155788524
cop_0191,960,3145.491482,0.1204711583
cop_0191,961,6402.65251,0.115937725
cop_0191,962,1073.945974,0.1184057094
cop_0191,963,2726.409052,0.1171989024
cop_0191,964,2325129.035,0.1163741027
cop_0191,965,458.4686894,0.1148174832
cop_0191,966,433.1407382,0.113965039
cop_0191,967,1230.892681,0.1170371202
cop_0191,968,46494.58922,0.1163879211
cop_0191,969,5835.501678,0.1207211769
cop_0191,970,461.7393966,0.1158025935
cop_0191,971,5842.62391,0.1174462423
cop_0191,972,2457.923235,0.1190782809
cop_0191,973,352.4228462,0.1142799871
cop_0191,974,567.3170672,0.1148668729
cop_0191,975,634.8463707,0.1194803253
cop_0191,976,2294.654416,0.1191633813
cop_0191,977,16555.07916,0.1162439195
cop_0191,978,1098.669333,0.1156392623
cop_0191,979,746.0240764,0.1152474114
cop_0191,980,888098.0986,0.1181802506
cop_0191,981,1093.844221,0.1160460981
cop_0191,982,18500.99132,0.1191230952
cop_0191,983,944.7142235,0.1216287787
cop_0191,984,18720.66212,0.1216323379
cop_0191,985,567.3689339,0.1181801555
cop_0191,986,8745.950875,0.1181514496
cop_0191,987,4787.337391,0.1178481949
cop_0191,988,399.6601477,0.1196593894
cop_0191,989,766.9332127,0.1168072185
cop_0191,990,548.9653105,0.1164850659
cop_0191,991,2268.895763,0.1175748647
cop_0191,992,2499.006667,0.1183532146
cop_0191,993,647.040255,0.1178478833
cop_0191,994,1556.536571,0.1192712117
cop_0191,995,6931.523757,0.1215258448
cop_0191,996,2109.753804,0.1192182107
cop_0191,997,26.967107,0.1202382625
cop_0191,998,14320.61247,0.1186285695
cop_0191,999,6963.885103,0.1179597665
